2024-06-23 02:40:50,203 INFO    StreamThr :4928 [internal.py:wandb_internal():85] W&B internal server running at pid: 4928, started at: 2024-06-23 02:40:50.202916
2024-06-23 02:40:50,208 DEBUG   HandlerThread:4928 [handler.py:handle_request():158] handle_request: status
2024-06-23 02:40:50,210 INFO    WriterThread:4928 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240623_024049-5ss0xoyx/run-5ss0xoyx.wandb
2024-06-23 02:40:50,210 DEBUG   SenderThread:4928 [sender.py:send():379] send: header
2024-06-23 02:40:50,210 DEBUG   SenderThread:4928 [sender.py:send():379] send: run
2024-06-23 02:40:50,771 INFO    SenderThread:4928 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240623_024049-5ss0xoyx/files
2024-06-23 02:40:50,771 INFO    SenderThread:4928 [sender.py:_start_run_threads():1188] run started: 5ss0xoyx with start time 1719099649.596731
2024-06-23 02:40:50,786 DEBUG   HandlerThread:4928 [handler.py:handle_request():158] handle_request: check_version
2024-06-23 02:40:50,786 DEBUG   SenderThread:4928 [sender.py:send_request():406] send_request: check_version
2024-06-23 02:40:51,022 DEBUG   HandlerThread:4928 [handler.py:handle_request():158] handle_request: run_start
2024-06-23 02:40:51,023 DEBUG   HandlerThread:4928 [system_info.py:__init__():26] System info init
2024-06-23 02:40:51,023 DEBUG   HandlerThread:4928 [system_info.py:__init__():41] System info init done
2024-06-23 02:40:51,023 INFO    HandlerThread:4928 [system_monitor.py:start():194] Starting system monitor
2024-06-23 02:40:51,024 INFO    HandlerThread:4928 [system_monitor.py:probe():214] Collecting system info
2024-06-23 02:40:51,025 INFO    SystemMonitor:4928 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-23 02:40:51,025 INFO    SystemMonitor:4928 [interfaces.py:start():188] Started cpu monitoring
2024-06-23 02:40:51,027 INFO    SystemMonitor:4928 [interfaces.py:start():188] Started disk monitoring
2024-06-23 02:40:51,028 INFO    SystemMonitor:4928 [interfaces.py:start():188] Started gpu monitoring
2024-06-23 02:40:51,029 INFO    SystemMonitor:4928 [interfaces.py:start():188] Started memory monitoring
2024-06-23 02:40:51,030 INFO    SystemMonitor:4928 [interfaces.py:start():188] Started network monitoring
2024-06-23 02:40:51,036 DEBUG   HandlerThread:4928 [system_info.py:probe():152] Probing system
2024-06-23 02:40:51,036 DEBUG   HandlerThread:4928 [system_info.py:_probe_git():137] Probing git
2024-06-23 02:40:51,045 DEBUG   HandlerThread:4928 [system_info.py:_probe_git():145] Probing git done
2024-06-23 02:40:51,045 DEBUG   HandlerThread:4928 [system_info.py:probe():200] Probing system done
2024-06-23 02:40:51,045 DEBUG   HandlerThread:4928 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-41-generic-x86_64-with-glibc2.35', 'python': '3.12.2', 'heartbeatAt': '2024-06-22T23:40:51.036499', 'startedAt': '2024-06-22T23:40:49.591945', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:DimChatz/KULeuvenThesis.git', 'commit': '3bbd837a8269bb682f0303586f7a033f658e05ef'}, 'email': 'dimichatzakis@gmail.com', 'root': '/home/tzikos/Desktop/KULeuvenThesis', 'host': 'xatzospito', 'username': 'tzikos', 'executable': '/home/tzikos/anaconda3/envs/KUThesis/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3558.5514374999993, 'min': 400.0, 'max': 5804.75}, 'cpu_freq_per_core': [{'current': 4654.864, 'min': 400.0, 'max': 5263.0}, {'current': 4085.545, 'min': 400.0, 'max': 5743.0}, {'current': 3895.797, 'min': 400.0, 'max': 5423.0}, {'current': 1876.209, 'min': 400.0, 'max': 6228.0}, {'current': 4065.832, 'min': 400.0, 'max': 5903.0}, {'current': 4690.239, 'min': 400.0, 'max': 6228.0}, {'current': 4370.633, 'min': 400.0, 'max': 5583.0}, {'current': 3553.076, 'min': 400.0, 'max': 6067.0}, {'current': 4689.885, 'min': 400.0, 'max': 5263.0}, {'current': 3501.677, 'min': 400.0, 'max': 5743.0}, {'current': 4410.055, 'min': 400.0, 'max': 5423.0}, {'current': 1875.581, 'min': 400.0, 'max': 6228.0}, {'current': 4025.86, 'min': 400.0, 'max': 5903.0}, {'current': 4684.044, 'min': 400.0, 'max': 6228.0}, {'current': 4591.448, 'min': 400.0, 'max': 5583.0}, {'current': 1658.354, 'min': 400.0, 'max': 6067.0}], 'disk': {'/': {'total': 431.4849548339844, 'used': 258.8388671875}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 14.839210510253906}}
2024-06-23 02:40:51,045 INFO    HandlerThread:4928 [system_monitor.py:probe():224] Finished collecting system info
2024-06-23 02:40:51,046 INFO    HandlerThread:4928 [system_monitor.py:probe():227] Publishing system info
2024-06-23 02:40:51,046 DEBUG   HandlerThread:4928 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-06-23 02:40:51,779 INFO    Thread-149:4928 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240623_024049-5ss0xoyx/files/conda-environment.yaml
