2024-07-21 08:58:39,079 INFO    StreamThr :382677 [internal.py:wandb_internal():85] W&B internal server running at pid: 382677, started at: 2024-07-21 08:58:39.079213
2024-07-21 08:58:39,082 DEBUG   HandlerThread:382677 [handler.py:handle_request():158] handle_request: status
2024-07-21 08:58:39,083 INFO    WriterThread:382677 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240721_085839-2pld6j37/run-2pld6j37.wandb
2024-07-21 08:58:39,084 DEBUG   SenderThread:382677 [sender.py:send():379] send: header
2024-07-21 08:58:39,087 DEBUG   SenderThread:382677 [sender.py:send():379] send: run
2024-07-21 08:58:39,586 INFO    SenderThread:382677 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240721_085839-2pld6j37/files
2024-07-21 08:58:39,586 INFO    SenderThread:382677 [sender.py:_start_run_threads():1188] run started: 2pld6j37 with start time 1721545119.077842
2024-07-21 08:58:39,599 DEBUG   HandlerThread:382677 [handler.py:handle_request():158] handle_request: check_version
2024-07-21 08:58:39,599 DEBUG   SenderThread:382677 [sender.py:send_request():406] send_request: check_version
2024-07-21 08:58:39,730 DEBUG   HandlerThread:382677 [handler.py:handle_request():158] handle_request: run_start
2024-07-21 08:58:39,732 DEBUG   HandlerThread:382677 [system_info.py:__init__():26] System info init
2024-07-21 08:58:39,732 DEBUG   HandlerThread:382677 [system_info.py:__init__():41] System info init done
2024-07-21 08:58:39,732 INFO    HandlerThread:382677 [system_monitor.py:start():194] Starting system monitor
2024-07-21 08:58:39,733 INFO    HandlerThread:382677 [system_monitor.py:probe():214] Collecting system info
2024-07-21 08:58:39,733 INFO    SystemMonitor:382677 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-21 08:58:39,735 INFO    SystemMonitor:382677 [interfaces.py:start():188] Started cpu monitoring
2024-07-21 08:58:39,735 INFO    SystemMonitor:382677 [interfaces.py:start():188] Started disk monitoring
2024-07-21 08:58:39,736 INFO    SystemMonitor:382677 [interfaces.py:start():188] Started gpu monitoring
2024-07-21 08:58:39,737 INFO    SystemMonitor:382677 [interfaces.py:start():188] Started memory monitoring
2024-07-21 08:58:39,738 INFO    SystemMonitor:382677 [interfaces.py:start():188] Started network monitoring
2024-07-21 08:58:39,745 DEBUG   HandlerThread:382677 [system_info.py:probe():152] Probing system
2024-07-21 08:58:39,745 DEBUG   HandlerThread:382677 [system_info.py:_probe_git():137] Probing git
2024-07-21 08:58:39,754 DEBUG   HandlerThread:382677 [system_info.py:_probe_git():145] Probing git done
2024-07-21 08:58:39,755 DEBUG   HandlerThread:382677 [system_info.py:probe():200] Probing system done
2024-07-21 08:58:39,755 DEBUG   HandlerThread:382677 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-44-generic-x86_64-with-glibc2.35', 'python': '3.12.2', 'heartbeatAt': '2024-07-21T06:58:39.745231', 'startedAt': '2024-07-21T06:58:39.072814', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:DimChatz/KULeuvenThesis.git', 'commit': 'edbc23857a85adb2c2b5e5d16e86987f9ea698a0'}, 'email': 'dimichatzakis@gmail.com', 'root': '/home/tzikos/Desktop/KULeuvenThesis', 'host': 'xatzospito', 'username': 'tzikos', 'executable': '/home/tzikos/anaconda3/envs/KUThesis/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2887.9524375, 'min': 400.0, 'max': 5804.75}, 'cpu_freq_per_core': [{'current': 3548.07, 'min': 400.0, 'max': 5263.0}, {'current': 4673.844, 'min': 400.0, 'max': 5743.0}, {'current': 3504.967, 'min': 400.0, 'max': 5423.0}, {'current': 4686.04, 'min': 400.0, 'max': 6228.0}, {'current': 4687.219, 'min': 400.0, 'max': 5903.0}, {'current': 3784.111, 'min': 400.0, 'max': 6228.0}, {'current': 1954.526, 'min': 400.0, 'max': 5583.0}, {'current': 4689.938, 'min': 400.0, 'max': 6067.0}, {'current': 3425.916, 'min': 400.0, 'max': 5263.0}, {'current': 2182.426, 'min': 400.0, 'max': 5743.0}, {'current': 2645.169, 'min': 400.0, 'max': 5423.0}, {'current': 4689.306, 'min': 400.0, 'max': 6228.0}, {'current': 4688.14, 'min': 400.0, 'max': 5903.0}, {'current': 4309.339, 'min': 400.0, 'max': 6228.0}, {'current': 4482.688, 'min': 400.0, 'max': 5583.0}, {'current': 4689.626, 'min': 400.0, 'max': 6067.0}], 'disk': {'/': {'total': 431.4849548339844, 'used': 307.125675201416}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 14.839187622070312}}
2024-07-21 08:58:39,755 INFO    HandlerThread:382677 [system_monitor.py:probe():224] Finished collecting system info
2024-07-21 08:58:39,755 INFO    HandlerThread:382677 [system_monitor.py:probe():227] Publishing system info
2024-07-21 08:58:39,755 DEBUG   HandlerThread:382677 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-07-21 08:58:40,595 INFO    Thread-288:382677 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240721_085839-2pld6j37/files/conda-environment.yaml
2024-07-21 08:58:42,230 DEBUG   HandlerThread:382677 [system_info.py:_save_conda():224] Saving conda packages done
2024-07-21 08:58:42,232 INFO    HandlerThread:382677 [system_monitor.py:probe():229] Finished publishing system info
2024-07-21 08:58:42,233 DEBUG   SenderThread:382677 [sender.py:send():379] send: files
2024-07-21 08:58:42,233 INFO    SenderThread:382677 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-07-21 08:58:42,358 DEBUG   HandlerThread:382677 [handler.py:handle_request():158] handle_request: python_packages
2024-07-21 08:58:42,359 DEBUG   SenderThread:382677 [sender.py:send_request():406] send_request: python_packages
2024-07-21 08:58:42,360 DEBUG   HandlerThread:382677 [handler.py:handle_request():158] handle_request: stop_status
2024-07-21 08:58:42,360 DEBUG   SenderThread:382677 [sender.py:send_request():406] send_request: stop_status
