2024-05-14 23:25:36,821 INFO    StreamThr :5764 [internal.py:wandb_internal():86] W&B internal server running at pid: 5764, started at: 2024-05-14 23:25:36.820467
2024-05-14 23:25:36,824 DEBUG   HandlerThread:5764 [handler.py:handle_request():146] handle_request: status
2024-05-14 23:25:36,826 INFO    WriterThread:5764 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240514_232536-119idbgr/run-119idbgr.wandb
2024-05-14 23:25:36,826 DEBUG   SenderThread:5764 [sender.py:send():378] send: header
2024-05-14 23:25:36,829 DEBUG   SenderThread:5764 [sender.py:send():378] send: run
2024-05-14 23:25:37,263 INFO    SenderThread:5764 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240514_232536-119idbgr/files
2024-05-14 23:25:37,263 INFO    SenderThread:5764 [sender.py:_start_run_threads():1099] run started: 119idbgr with start time 1715721936.819058
2024-05-14 23:25:37,278 DEBUG   HandlerThread:5764 [handler.py:handle_request():146] handle_request: check_version
2024-05-14 23:25:37,278 DEBUG   SenderThread:5764 [sender.py:send_request():405] send_request: check_version
2024-05-14 23:25:37,467 DEBUG   HandlerThread:5764 [handler.py:handle_request():146] handle_request: run_start
2024-05-14 23:25:37,468 DEBUG   HandlerThread:5764 [system_info.py:__init__():26] System info init
2024-05-14 23:25:37,468 DEBUG   HandlerThread:5764 [system_info.py:__init__():41] System info init done
2024-05-14 23:25:37,468 INFO    HandlerThread:5764 [system_monitor.py:start():194] Starting system monitor
2024-05-14 23:25:37,469 INFO    HandlerThread:5764 [system_monitor.py:probe():214] Collecting system info
2024-05-14 23:25:37,469 INFO    SystemMonitor:5764 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-14 23:25:37,470 INFO    SystemMonitor:5764 [interfaces.py:start():190] Started cpu monitoring
2024-05-14 23:25:37,472 INFO    SystemMonitor:5764 [interfaces.py:start():190] Started disk monitoring
2024-05-14 23:25:37,474 INFO    SystemMonitor:5764 [interfaces.py:start():190] Started gpu monitoring
2024-05-14 23:25:37,476 INFO    SystemMonitor:5764 [interfaces.py:start():190] Started memory monitoring
2024-05-14 23:25:37,477 INFO    SystemMonitor:5764 [interfaces.py:start():190] Started network monitoring
2024-05-14 23:25:37,485 DEBUG   HandlerThread:5764 [system_info.py:probe():150] Probing system
2024-05-14 23:25:37,487 DEBUG   HandlerThread:5764 [system_info.py:_probe_git():135] Probing git
2024-05-14 23:25:37,522 DEBUG   HandlerThread:5764 [system_info.py:_probe_git():143] Probing git done
2024-05-14 23:25:37,522 DEBUG   HandlerThread:5764 [system_info.py:probe():198] Probing system done
