2024-04-17 15:48:54,910 INFO    StreamThr :71421 [internal.py:wandb_internal():86] W&B internal server running at pid: 71421, started at: 2024-04-17 15:48:54.910036
2024-04-17 15:48:54,913 DEBUG   HandlerThread:71421 [handler.py:handle_request():146] handle_request: status
2024-04-17 15:48:54,915 INFO    WriterThread:71421 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240417_154854-k4bls607/run-k4bls607.wandb
2024-04-17 15:48:54,915 DEBUG   SenderThread:71421 [sender.py:send():378] send: header
2024-04-17 15:48:54,916 DEBUG   SenderThread:71421 [sender.py:send():378] send: run
2024-04-17 15:48:55,358 INFO    SenderThread:71421 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240417_154854-k4bls607/files
2024-04-17 15:48:55,358 INFO    SenderThread:71421 [sender.py:_start_run_threads():1099] run started: k4bls607 with start time 1713361734.226966
2024-04-17 15:48:55,371 DEBUG   HandlerThread:71421 [handler.py:handle_request():146] handle_request: check_version
2024-04-17 15:48:55,372 DEBUG   SenderThread:71421 [sender.py:send_request():405] send_request: check_version
2024-04-17 15:48:55,465 DEBUG   HandlerThread:71421 [handler.py:handle_request():146] handle_request: run_start
2024-04-17 15:48:55,466 DEBUG   HandlerThread:71421 [system_info.py:__init__():26] System info init
2024-04-17 15:48:55,466 DEBUG   HandlerThread:71421 [system_info.py:__init__():41] System info init done
2024-04-17 15:48:55,466 INFO    HandlerThread:71421 [system_monitor.py:start():194] Starting system monitor
2024-04-17 15:48:55,467 INFO    SystemMonitor:71421 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-17 15:48:55,468 INFO    HandlerThread:71421 [system_monitor.py:probe():214] Collecting system info
2024-04-17 15:48:55,468 INFO    SystemMonitor:71421 [interfaces.py:start():190] Started cpu monitoring
2024-04-17 15:48:55,470 INFO    SystemMonitor:71421 [interfaces.py:start():190] Started disk monitoring
2024-04-17 15:48:55,471 INFO    SystemMonitor:71421 [interfaces.py:start():190] Started gpu monitoring
2024-04-17 15:48:55,472 INFO    SystemMonitor:71421 [interfaces.py:start():190] Started memory monitoring
2024-04-17 15:48:55,473 INFO    SystemMonitor:71421 [interfaces.py:start():190] Started network monitoring
2024-04-17 15:48:55,479 DEBUG   HandlerThread:71421 [system_info.py:probe():150] Probing system
2024-04-17 15:48:55,479 DEBUG   HandlerThread:71421 [system_info.py:_probe_git():135] Probing git
2024-04-17 15:48:55,488 DEBUG   HandlerThread:71421 [system_info.py:_probe_git():143] Probing git done
2024-04-17 15:48:55,488 DEBUG   HandlerThread:71421 [system_info.py:probe():198] Probing system done
