2024-06-24 01:09:30,021 INFO    StreamThr :4904 [internal.py:wandb_internal():85] W&B internal server running at pid: 4904, started at: 2024-06-24 01:09:30.021373
2024-06-24 01:09:30,024 DEBUG   HandlerThread:4904 [handler.py:handle_request():158] handle_request: status
2024-06-24 01:09:30,025 INFO    WriterThread:4904 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240624_010929-5ukjhxte/run-5ukjhxte.wandb
2024-06-24 01:09:30,026 DEBUG   SenderThread:4904 [sender.py:send():379] send: header
2024-06-24 01:09:30,026 DEBUG   SenderThread:4904 [sender.py:send():379] send: run
2024-06-24 01:09:30,578 INFO    SenderThread:4904 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240624_010929-5ukjhxte/files
2024-06-24 01:09:30,578 INFO    SenderThread:4904 [sender.py:_start_run_threads():1188] run started: 5ukjhxte with start time 1719180569.215069
2024-06-24 01:09:30,592 DEBUG   HandlerThread:4904 [handler.py:handle_request():158] handle_request: check_version
2024-06-24 01:09:30,593 DEBUG   SenderThread:4904 [sender.py:send_request():406] send_request: check_version
2024-06-24 01:09:30,935 DEBUG   HandlerThread:4904 [handler.py:handle_request():158] handle_request: run_start
2024-06-24 01:09:30,936 DEBUG   HandlerThread:4904 [system_info.py:__init__():26] System info init
2024-06-24 01:09:30,936 DEBUG   HandlerThread:4904 [system_info.py:__init__():41] System info init done
2024-06-24 01:09:30,936 INFO    HandlerThread:4904 [system_monitor.py:start():194] Starting system monitor
2024-06-24 01:09:30,937 INFO    HandlerThread:4904 [system_monitor.py:probe():214] Collecting system info
2024-06-24 01:09:30,938 INFO    SystemMonitor:4904 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-24 01:09:30,938 INFO    SystemMonitor:4904 [interfaces.py:start():188] Started cpu monitoring
2024-06-24 01:09:30,940 INFO    SystemMonitor:4904 [interfaces.py:start():188] Started disk monitoring
2024-06-24 01:09:30,941 INFO    SystemMonitor:4904 [interfaces.py:start():188] Started gpu monitoring
2024-06-24 01:09:30,942 INFO    SystemMonitor:4904 [interfaces.py:start():188] Started memory monitoring
2024-06-24 01:09:30,943 INFO    SystemMonitor:4904 [interfaces.py:start():188] Started network monitoring
2024-06-24 01:09:30,950 DEBUG   HandlerThread:4904 [system_info.py:probe():152] Probing system
2024-06-24 01:09:30,950 DEBUG   HandlerThread:4904 [system_info.py:_probe_git():137] Probing git
2024-06-24 01:09:30,959 DEBUG   HandlerThread:4904 [system_info.py:_probe_git():145] Probing git done
2024-06-24 01:09:30,959 DEBUG   HandlerThread:4904 [system_info.py:probe():200] Probing system done
2024-06-24 01:09:30,959 DEBUG   HandlerThread:4904 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-41-generic-x86_64-with-glibc2.35', 'python': '3.12.2', 'heartbeatAt': '2024-06-23T22:09:30.950250', 'startedAt': '2024-06-23T22:09:29.210234', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:DimChatz/KULeuvenThesis.git', 'commit': '3bbd837a8269bb682f0303586f7a033f658e05ef'}, 'email': 'dimichatzakis@gmail.com', 'root': '/home/tzikos/Desktop/KULeuvenThesis', 'host': 'xatzospito', 'username': 'tzikos', 'executable': '/home/tzikos/anaconda3/envs/KUThesis/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2785.3048124999996, 'min': 400.0, 'max': 5804.75}, 'cpu_freq_per_core': [{'current': 400.0, 'min': 400.0, 'max': 5263.0}, {'current': 3727.219, 'min': 400.0, 'max': 5743.0}, {'current': 2343.268, 'min': 400.0, 'max': 5423.0}, {'current': 2033.817, 'min': 400.0, 'max': 6228.0}, {'current': 1874.785, 'min': 400.0, 'max': 5903.0}, {'current': 4681.65, 'min': 400.0, 'max': 6228.0}, {'current': 400.0, 'min': 400.0, 'max': 5583.0}, {'current': 2996.008, 'min': 400.0, 'max': 6067.0}, {'current': 4621.097, 'min': 400.0, 'max': 5263.0}, {'current': 4672.916, 'min': 400.0, 'max': 5743.0}, {'current': 3653.898, 'min': 400.0, 'max': 5423.0}, {'current': 4688.974, 'min': 400.0, 'max': 6228.0}, {'current': 1875.156, 'min': 400.0, 'max': 5903.0}, {'current': 4688.817, 'min': 400.0, 'max': 6228.0}, {'current': 1874.481, 'min': 400.0, 'max': 5583.0}, {'current': 3617.479, 'min': 400.0, 'max': 6067.0}], 'disk': {'/': {'total': 431.4849548339844, 'used': 260.33179473876953}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 14.839210510253906}}
2024-06-24 01:09:30,959 INFO    HandlerThread:4904 [system_monitor.py:probe():224] Finished collecting system info
2024-06-24 01:09:30,959 INFO    HandlerThread:4904 [system_monitor.py:probe():227] Publishing system info
2024-06-24 01:09:30,959 DEBUG   HandlerThread:4904 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-06-24 01:09:31,586 INFO    Thread-167:4904 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240624_010929-5ukjhxte/files/conda-environment.yaml
2024-06-24 01:09:33,382 DEBUG   HandlerThread:4904 [system_info.py:_save_conda():224] Saving conda packages done
2024-06-24 01:09:33,385 INFO    HandlerThread:4904 [system_monitor.py:probe():229] Finished publishing system info
2024-06-24 01:09:33,386 DEBUG   SenderThread:4904 [sender.py:send():379] send: files
2024-06-24 01:09:33,386 INFO    SenderThread:4904 [sender.py:_save_file():1454] saving file wandb-metadata.json with policy now
2024-06-24 01:09:33,511 DEBUG   HandlerThread:4904 [handler.py:handle_request():158] handle_request: python_packages
2024-06-24 01:09:33,512 DEBUG   SenderThread:4904 [sender.py:send_request():406] send_request: python_packages
2024-06-24 01:09:33,513 DEBUG   HandlerThread:4904 [handler.py:handle_request():158] handle_request: stop_status
2024-06-24 01:09:33,518 DEBUG   HandlerThread:4904 [handler.py:handle_request():158] handle_request: internal_messages
