2024-05-11 13:38:30,302 INFO    StreamThr :382519 [internal.py:wandb_internal():86] W&B internal server running at pid: 382519, started at: 2024-05-11 13:38:30.301584
2024-05-11 13:38:30,305 DEBUG   HandlerThread:382519 [handler.py:handle_request():146] handle_request: status
2024-05-11 13:38:30,306 INFO    WriterThread:382519 [datastore.py:open_for_write():87] open: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240511_133829-j294hxdr/run-j294hxdr.wandb
2024-05-11 13:38:30,307 DEBUG   SenderThread:382519 [sender.py:send():378] send: header
2024-05-11 13:38:30,307 DEBUG   SenderThread:382519 [sender.py:send():378] send: run
2024-05-11 13:38:30,756 INFO    SenderThread:382519 [dir_watcher.py:__init__():211] watching files in: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240511_133829-j294hxdr/files
2024-05-11 13:38:30,756 INFO    SenderThread:382519 [sender.py:_start_run_threads():1099] run started: j294hxdr with start time 1715427509.478882
2024-05-11 13:38:30,771 DEBUG   HandlerThread:382519 [handler.py:handle_request():146] handle_request: check_version
2024-05-11 13:38:30,771 DEBUG   SenderThread:382519 [sender.py:send_request():405] send_request: check_version
2024-05-11 13:38:30,860 DEBUG   HandlerThread:382519 [handler.py:handle_request():146] handle_request: run_start
2024-05-11 13:38:30,863 DEBUG   HandlerThread:382519 [system_info.py:__init__():26] System info init
2024-05-11 13:38:30,863 DEBUG   HandlerThread:382519 [system_info.py:__init__():41] System info init done
2024-05-11 13:38:30,863 INFO    HandlerThread:382519 [system_monitor.py:start():194] Starting system monitor
2024-05-11 13:38:30,864 INFO    HandlerThread:382519 [system_monitor.py:probe():214] Collecting system info
2024-05-11 13:38:30,864 INFO    SystemMonitor:382519 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-11 13:38:30,865 INFO    SystemMonitor:382519 [interfaces.py:start():190] Started cpu monitoring
2024-05-11 13:38:30,867 INFO    SystemMonitor:382519 [interfaces.py:start():190] Started disk monitoring
2024-05-11 13:38:30,868 INFO    SystemMonitor:382519 [interfaces.py:start():190] Started gpu monitoring
2024-05-11 13:38:30,869 INFO    SystemMonitor:382519 [interfaces.py:start():190] Started memory monitoring
2024-05-11 13:38:30,870 INFO    SystemMonitor:382519 [interfaces.py:start():190] Started network monitoring
2024-05-11 13:38:30,876 DEBUG   HandlerThread:382519 [system_info.py:probe():150] Probing system
2024-05-11 13:38:30,876 DEBUG   HandlerThread:382519 [system_info.py:_probe_git():135] Probing git
2024-05-11 13:38:30,885 DEBUG   HandlerThread:382519 [system_info.py:_probe_git():143] Probing git done
2024-05-11 13:38:30,885 DEBUG   HandlerThread:382519 [system_info.py:probe():198] Probing system done
2024-05-11 13:38:30,885 DEBUG   HandlerThread:382519 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-28-generic-x86_64-with-glibc2.35', 'python': '3.12.2', 'heartbeatAt': '2024-05-11T11:38:30.876458', 'startedAt': '2024-05-11T11:38:29.473824', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:DimChatz/KULeuvenThesis.git', 'commit': '3524ff6f6de63d0a59746b867d5080b453bfa0e2'}, 'email': 'dimichatzakis@gmail.com', 'root': '/home/tzikos/Desktop/KULeuvenThesis', 'host': 'xatzospito', 'username': 'tzikos', 'executable': '/home/tzikos/anaconda3/envs/KUThesis/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2457.1261875, 'min': 400.0, 'max': 5804.75}, 'cpu_freq_per_core': [{'current': 3568.878, 'min': 400.0, 'max': 5263.0}, {'current': 3363.581, 'min': 400.0, 'max': 5743.0}, {'current': 4690.252, 'min': 400.0, 'max': 5423.0}, {'current': 2310.317, 'min': 400.0, 'max': 6228.0}, {'current': 4690.269, 'min': 400.0, 'max': 5903.0}, {'current': 2042.828, 'min': 400.0, 'max': 6228.0}, {'current': 4222.985, 'min': 400.0, 'max': 5583.0}, {'current': 4678.722, 'min': 400.0, 'max': 6067.0}, {'current': 1919.848, 'min': 400.0, 'max': 5263.0}, {'current': 2369.985, 'min': 400.0, 'max': 5743.0}, {'current': 657.025, 'min': 400.0, 'max': 5423.0}, {'current': 2877.137, 'min': 400.0, 'max': 6228.0}, {'current': 400.0, 'min': 400.0, 'max': 5903.0}, {'current': 1875.805, 'min': 400.0, 'max': 6228.0}, {'current': 2490.392, 'min': 400.0, 'max': 5583.0}, {'current': 2026.107, 'min': 400.0, 'max': 6067.0}], 'disk': {'/': {'total': 431.4849548339844, 'used': 405.0201835632324}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 14.839191436767578}}
2024-05-11 13:38:30,885 INFO    HandlerThread:382519 [system_monitor.py:probe():224] Finished collecting system info
2024-05-11 13:38:30,885 INFO    HandlerThread:382519 [system_monitor.py:probe():227] Publishing system info
2024-05-11 13:38:30,885 DEBUG   HandlerThread:382519 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-11 13:38:31,765 INFO    Thread-137:382519 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240511_133829-j294hxdr/files/conda-environment.yaml
2024-05-11 13:38:33,252 DEBUG   HandlerThread:382519 [system_info.py:_save_conda():219] Saving conda packages done
2024-05-11 13:38:33,255 INFO    HandlerThread:382519 [system_monitor.py:probe():229] Finished publishing system info
2024-05-11 13:38:33,256 DEBUG   SenderThread:382519 [sender.py:send():378] send: files
2024-05-11 13:38:33,256 INFO    SenderThread:382519 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2024-05-11 13:38:33,382 DEBUG   HandlerThread:382519 [handler.py:handle_request():146] handle_request: python_packages
2024-05-11 13:38:33,383 DEBUG   SenderThread:382519 [sender.py:send_request():405] send_request: python_packages
2024-05-11 13:38:33,384 DEBUG   HandlerThread:382519 [handler.py:handle_request():146] handle_request: stop_status
2024-05-11 13:38:33,384 DEBUG   SenderThread:382519 [sender.py:send_request():405] send_request: stop_status
2024-05-11 13:38:33,388 DEBUG   HandlerThread:382519 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-11 13:38:33,649 DEBUG   SenderThread:382519 [sender.py:send():378] send: telemetry
