2024-06-29 12:36:29,800 INFO    MainThread:455653 [wandb_setup.py:_flush():76] Current SDK version is 0.17.1
2024-06-29 12:36:29,801 INFO    MainThread:455653 [wandb_setup.py:_flush():76] Configure stats pid to 455653
2024-06-29 12:36:29,801 INFO    MainThread:455653 [wandb_setup.py:_flush():76] Loading settings from /home/tzikos/.config/wandb/settings
2024-06-29 12:36:29,801 INFO    MainThread:455653 [wandb_setup.py:_flush():76] Loading settings from /home/tzikos/Desktop/KULeuvenThesis/wandb/settings
2024-06-29 12:36:29,801 INFO    MainThread:455653 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-06-29 12:36:29,801 INFO    MainThread:455653 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-06-29 12:36:29,801 INFO    MainThread:455653 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'main.py', 'program_abspath': '/home/tzikos/Desktop/KULeuvenThesis/main.py', 'program': '/home/tzikos/Desktop/KULeuvenThesis/main.py'}
2024-06-29 12:36:29,801 INFO    MainThread:455653 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-06-29 12:36:29,801 INFO    MainThread:455653 [wandb_init.py:_log_setup():520] Logging user logs to /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240629_123629-tcu1m0zj/logs/debug.log
2024-06-29 12:36:29,801 INFO    MainThread:455653 [wandb_init.py:_log_setup():521] Logging internal logs to /home/tzikos/Desktop/KULeuvenThesis/wandb/run-20240629_123629-tcu1m0zj/logs/debug-internal.log
2024-06-29 12:36:29,801 INFO    MainThread:455653 [wandb_init.py:init():560] calling init triggers
2024-06-29 12:36:29,801 INFO    MainThread:455653 [wandb_init.py:init():567] wandb.init called with sweep_config: {}
config: {'learning_rate': 1e-05, 'batch_size': 64, 'L1': 0.0001, 'L2': 0.0001, 'A': 1, 'early_patience': 12, 'reduce_lr_patience': 5, 'architecture': 'ECGCNNClassifier', 'experiment': 'pre', 'use_pretrained': False}
2024-06-29 12:36:29,801 INFO    MainThread:455653 [wandb_init.py:init():610] starting backend
2024-06-29 12:36:29,801 INFO    MainThread:455653 [wandb_init.py:init():614] setting up manager
2024-06-29 12:36:29,803 INFO    MainThread:455653 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-06-29 12:36:29,804 INFO    MainThread:455653 [wandb_init.py:init():622] backend started and connected
2024-06-29 12:36:29,809 INFO    MainThread:455653 [wandb_init.py:init():711] updated telemetry
2024-06-29 12:36:29,815 INFO    MainThread:455653 [wandb_init.py:init():744] communicating run to backend with 90.0 second timeout
2024-06-29 12:36:31,307 INFO    MainThread:455653 [wandb_run.py:_on_init():2402] communicating current version
2024-06-29 12:36:31,675 INFO    MainThread:455653 [wandb_run.py:_on_init():2411] got version response upgrade_message: "wandb version 0.17.3 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2024-06-29 12:36:31,675 INFO    MainThread:455653 [wandb_init.py:init():795] starting run threads in backend
2024-06-29 12:36:34,462 INFO    MainThread:455653 [wandb_run.py:_console_start():2380] atexit reg
2024-06-29 12:36:34,462 INFO    MainThread:455653 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2024-06-29 12:36:34,462 INFO    MainThread:455653 [wandb_run.py:_redirect():2300] Wrapping output streams.
2024-06-29 12:36:34,463 INFO    MainThread:455653 [wandb_run.py:_redirect():2325] Redirects installed.
2024-06-29 12:36:34,463 INFO    MainThread:455653 [wandb_init.py:init():838] run started, returning control to user process
2024-06-29 12:42:29,654 INFO    MainThread:455653 [wandb_run.py:_finish():2109] finishing run kuthesis/KU AI Thesis/tcu1m0zj
2024-06-29 12:42:29,654 INFO    MainThread:455653 [wandb_run.py:_atexit_cleanup():2349] got exitcode: 0
2024-06-29 12:42:29,654 INFO    MainThread:455653 [wandb_run.py:_restore():2332] restore
2024-06-29 12:42:29,654 INFO    MainThread:455653 [wandb_run.py:_restore():2338] restore done
2024-06-29 12:42:36,707 INFO    MainThread:455653 [wandb_run.py:_footer_history_summary_info():4008] rendering history
2024-06-29 12:42:36,709 INFO    MainThread:455653 [wandb_run.py:_footer_history_summary_info():4040] rendering summary
2024-06-29 12:42:36,715 INFO    MainThread:455653 [wandb_run.py:_footer_sync_info():3967] logging synced files
